label,start,stop
nonspeech,0.0,0.02
speech,0.02,2.13
nonspeech,2.13,2.29
speech,2.29,4.72
nonspeech,4.72,4.97
speech,4.97,9.99
nonspeech,9.99,10.1
speech,10.1,11.5
nonspeech,11.5,11.64
speech,11.64,17.63
nonspeech,17.63,17.89
speech,17.89,22.38
nonspeech,22.38,22.54
speech,22.54,25.69
nonspeech,25.69,25.85
speech,25.85,27.38
nonspeech,27.38,27.56
speech,27.56,30.03
nonspeech,30.03,30.19
speech,30.19,34.75
nonspeech,34.75,34.9
speech,34.9,36.27
nonspeech,36.27,36.53
speech,36.53,45.42
nonspeech,45.42,45.61
speech,45.61,48.36
nonspeech,48.36,48.55
speech,48.55,54.56
nonspeech,54.56,54.57
speech,54.57,54.58
nonspeech,54.58,54.72
speech,54.72,56.04
nonspeech,56.04,56.22
speech,56.22,59.62
nonspeech,59.62,59.71
speech,59.71,59.98
nonspeech,59.98,59.99
