label,start,stop
nonspeech,0.0,1.35
speech,1.35,1.67
nonspeech,1.67,1.87
speech,1.87,3.12
nonspeech,3.12,3.93
speech,3.93,4.67
nonspeech,4.67,6.78
speech,6.78,7.47
nonspeech,7.47,7.57
speech,7.57,8.44
nonspeech,8.44,11.03
speech,11.03,13.06
nonspeech,13.06,14.52
speech,14.52,15.26
nonspeech,15.26,17.95
speech,17.95,18.48
nonspeech,18.48,18.52
speech,18.52,18.95
nonspeech,18.95,19.0
speech,19.0,19.26
nonspeech,19.26,19.38
speech,19.38,22.69
nonspeech,22.69,22.78
speech,22.78,23.84
nonspeech,23.84,24.54
speech,24.54,25.09
nonspeech,25.09,25.59
speech,25.59,28.0
nonspeech,28.0,29.73
speech,29.73,34.25
nonspeech,34.25,35.69
speech,35.69,36.99
nonspeech,36.99,37.09
speech,37.09,40.12
nonspeech,40.12,42.62
speech,42.62,43.26
nonspeech,43.26,44.64
speech,44.64,47.23
nonspeech,47.23,47.4
speech,47.4,48.08
nonspeech,48.08,49.31
speech,49.31,50.3
nonspeech,50.3,50.65
speech,50.65,51.09
nonspeech,51.09,51.8
speech,51.8,52.64
nonspeech,52.64,53.24
speech,53.24,54.67
nonspeech,54.67,57.86
speech,57.86,58.17
nonspeech,58.17,58.64
speech,58.64,59.18
nonspeech,59.18,59.45
speech,59.45,60.16
nonspeech,60.16,60.24
speech,60.24,61.36
nonspeech,61.36,61.76
