label,start,stop
nonspeech,0.0,0.44
speech,0.44,2.5
nonspeech,2.5,2.88
speech,2.88,3.61
nonspeech,3.61,3.82
speech,3.82,5.09
nonspeech,5.09,5.94
speech,5.94,6.94
nonspeech,6.94,7.35
speech,7.35,8.56
nonspeech,8.56,9.21
speech,9.21,10.76
nonspeech,10.76,11.48
speech,11.48,13.85
nonspeech,13.85,14.7
speech,14.7,16.83
nonspeech,16.83,17.17
speech,17.17,19.11
nonspeech,19.11,19.36
speech,19.36,22.26
nonspeech,22.26,22.36
speech,22.36,23.18
nonspeech,23.18,23.28
speech,23.28,23.84
nonspeech,23.84,24.21
speech,24.21,26.02
nonspeech,26.02,26.25
speech,26.25,27.71
nonspeech,27.71,28.11
speech,28.11,30.18
nonspeech,30.18,30.46
speech,30.46,30.9
nonspeech,30.9,31.34
speech,31.34,32.44
nonspeech,32.44,33.48
speech,33.48,34.36
nonspeech,34.36,35.11
speech,35.11,39.65
nonspeech,39.65,39.92
speech,39.92,42.5
nonspeech,42.5,43.66
speech,43.66,45.47
nonspeech,45.47,45.93
speech,45.93,48.46
nonspeech,48.46,48.92
speech,48.92,49.97
nonspeech,49.97,51.24
speech,51.24,52.26
nonspeech,52.26,52.49
speech,52.49,54.44
nonspeech,54.44,54.83
speech,54.83,56.01
nonspeech,56.01,56.12
speech,56.12,56.95
nonspeech,56.95,57.65
speech,57.65,58.2
nonspeech,58.2,58.75
speech,58.75,60.98
nonspeech,60.98,60.99
