label,start,stop
nonspeech,0.0,0.01
speech,0.01,2.93
nonspeech,2.93,3.06
speech,3.06,4.57
nonspeech,4.57,4.78
speech,4.78,7.16
nonspeech,7.16,7.35
speech,7.35,8.08
nonspeech,8.08,8.1
speech,8.1,9.56
nonspeech,9.56,9.72
speech,9.72,16.07
nonspeech,16.07,16.23
speech,16.23,18.38
nonspeech,18.38,18.54
speech,18.54,19.84
nonspeech,19.84,20.02
speech,20.02,23.45
nonspeech,23.45,23.6
speech,23.6,29.03
nonspeech,29.03,29.25
speech,29.25,33.81
nonspeech,33.81,33.93
speech,33.93,35.65
nonspeech,35.65,35.66
speech,35.66,36.57
nonspeech,36.57,36.71
speech,36.71,43.09
nonspeech,43.09,43.9
speech,43.9,44.73
nonspeech,44.73,44.74
speech,44.74,46.37
nonspeech,46.37,46.54
speech,46.54,47.32
nonspeech,47.32,47.46
speech,47.46,50.16
nonspeech,50.16,50.39
speech,50.39,51.77
nonspeech,51.77,51.95
speech,51.95,52.49
nonspeech,52.49,52.72
speech,52.72,53.06
nonspeech,53.06,53.09
speech,53.09,56.51
nonspeech,56.51,56.63
speech,56.63,58.99
nonspeech,58.99,59.3
speech,59.3,59.98
nonspeech,59.98,59.99
