label,start,stop
nonspeech,0.0,0.07
speech,0.07,2.08
nonspeech,2.08,2.11
speech,2.11,23.83
nonspeech,23.83,23.9
speech,23.9,25.84
nonspeech,25.84,25.97
speech,25.97,28.6
nonspeech,28.6,28.65
speech,28.65,39.28
nonspeech,39.28,39.35
speech,39.35,42.29
nonspeech,42.29,42.44
speech,42.44,43.69
nonspeech,43.69,43.73
speech,43.73,45.88
nonspeech,45.88,45.96
speech,45.96,49.45
nonspeech,49.45,49.74
speech,49.74,51.06
nonspeech,51.06,51.22
speech,51.22,52.69
nonspeech,52.69,52.77
speech,52.77,53.6
nonspeech,53.6,53.69
speech,53.69,55.2
nonspeech,55.2,55.22
speech,55.22,56.32
nonspeech,56.32,56.34
speech,56.34,57.39
nonspeech,57.39,57.61
speech,57.61,61.9
nonspeech,61.9,61.91
