label,start,stop
nonspeech,0.0,0.27
speech,0.27,1.13
nonspeech,1.13,5.25
speech,5.25,6.01
nonspeech,6.01,9.27
speech,9.27,11.38
nonspeech,11.38,11.79
speech,11.79,13.15
nonspeech,13.15,15.13
speech,15.13,16.56
nonspeech,16.56,16.76
speech,16.76,18.17
nonspeech,18.17,19.68
speech,19.68,23.35
nonspeech,23.35,24.02
speech,24.02,25.23
nonspeech,25.23,28.89
speech,28.89,31.08
nonspeech,31.08,31.65
speech,31.65,33.14
nonspeech,33.14,33.84
speech,33.84,34.52
nonspeech,34.52,40.81
speech,40.81,41.49
nonspeech,41.49,41.7
speech,41.7,43.48
nonspeech,43.48,43.92
speech,43.92,44.95
nonspeech,44.95,46.26
speech,46.26,46.83
nonspeech,46.83,47.15
speech,47.15,50.06
nonspeech,50.06,50.84
speech,50.84,52.34
nonspeech,52.34,54.62
speech,54.62,55.76
nonspeech,55.76,55.77
speech,55.77,56.27
nonspeech,56.27,57.91
speech,57.91,60.03
nonspeech,60.03,60.19
speech,60.19,61.82
nonspeech,61.82,61.83
