label,start,stop
nonspeech,0.0,0.12
speech,0.12,2.21
nonspeech,2.21,2.82
speech,2.82,5.11
nonspeech,5.11,5.22
speech,5.22,6.77
nonspeech,6.77,7.04
speech,7.04,9.59
nonspeech,9.59,9.78
speech,9.78,10.46
nonspeech,10.46,10.62
speech,10.62,14.73
nonspeech,14.73,14.82
speech,14.82,15.5
nonspeech,15.5,16.13
speech,16.13,19.27
nonspeech,19.27,19.32
speech,19.32,20.92
nonspeech,20.92,21.02
speech,21.02,23.54
nonspeech,23.54,24.19
speech,24.19,24.72
nonspeech,24.72,24.81
speech,24.81,25.44
nonspeech,25.44,25.45
speech,25.45,26.67
nonspeech,26.67,26.74
speech,26.74,27.21
nonspeech,27.21,27.44
speech,27.44,29.33
nonspeech,29.33,29.6
speech,29.6,30.37
nonspeech,30.37,30.5
speech,30.5,32.04
nonspeech,32.04,32.06
speech,32.06,32.77
nonspeech,32.77,33.56
speech,33.56,35.45
nonspeech,35.45,35.57
speech,35.57,36.7
nonspeech,36.7,36.83
speech,36.83,37.83
nonspeech,37.83,38.15
speech,38.15,38.78
nonspeech,38.78,39.05
speech,39.05,43.61
nonspeech,43.61,43.81
speech,43.81,45.8
nonspeech,45.8,45.97
speech,45.97,48.19
nonspeech,48.19,48.39
speech,48.39,52.87
nonspeech,52.87,53.66
speech,53.66,54.65
nonspeech,54.65,55.11
speech,55.11,59.97
nonspeech,59.97,60.08
speech,60.08,61.24
nonspeech,61.24,61.25
