label,start,stop
nonspeech,0.0,1.07
speech,1.07,3.22
nonspeech,3.22,3.39
speech,3.39,4.23
nonspeech,4.23,5.18
speech,5.18,10.51
nonspeech,10.51,11.02
speech,11.02,15.71
nonspeech,15.71,17.02
speech,17.02,20.22
nonspeech,20.22,20.93
speech,20.93,24.55
nonspeech,24.55,26.1
speech,26.1,28.01
nonspeech,28.01,29.33
speech,29.33,32.23
nonspeech,32.23,32.36
speech,32.36,37.98
nonspeech,37.98,38.06
speech,38.06,39.54
nonspeech,39.54,40.02
speech,40.02,41.9
nonspeech,41.9,42.32
speech,42.32,42.53
nonspeech,42.53,42.6
speech,42.6,44.14
nonspeech,44.14,45.64
speech,45.64,47.51
nonspeech,47.51,47.78
speech,47.78,49.43
nonspeech,49.43,49.44
speech,49.44,51.03
nonspeech,51.03,51.24
speech,51.24,52.79
nonspeech,52.79,55.28
speech,55.28,61.2
nonspeech,61.2,61.21
