label,start,stop
nonspeech,0.0,0.57
speech,0.57,5.75
nonspeech,5.75,5.77
speech,5.77,7.73
nonspeech,7.73,7.83
speech,7.83,8.59
nonspeech,8.59,8.62
speech,8.62,9.7
nonspeech,9.7,9.93
speech,9.93,16.79
nonspeech,16.79,17.86
speech,17.86,22.87
nonspeech,22.87,23.05
speech,23.05,23.6
nonspeech,23.6,23.66
speech,23.66,25.78
nonspeech,25.78,26.0
speech,26.0,26.82
nonspeech,26.82,27.26
speech,27.26,29.42
nonspeech,29.42,29.48
speech,29.48,29.82
nonspeech,29.82,32.12
speech,32.12,46.98
nonspeech,46.98,47.39
speech,47.39,49.36
nonspeech,49.36,49.8
speech,49.8,51.47
nonspeech,51.47,51.79
speech,51.79,52.78
nonspeech,52.78,52.9
speech,52.9,53.89
nonspeech,53.89,54.33
speech,54.33,56.72
nonspeech,56.72,57.0
speech,57.0,57.55
nonspeech,57.55,58.4
speech,58.4,59.12
nonspeech,59.12,59.64
speech,59.64,60.69
nonspeech,60.69,60.82
speech,60.82,61.24
nonspeech,61.24,61.25
