label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.05
nonspeech,0.05,1.18
speech,1.18,2.54
nonspeech,2.54,2.78
speech,2.78,5.41
nonspeech,5.41,6.66
speech,6.66,8.67
nonspeech,8.67,9.97
speech,9.97,11.96
nonspeech,11.96,12.76
speech,12.76,14.18
nonspeech,14.18,14.41
speech,14.41,14.76
nonspeech,14.76,17.22
speech,17.22,20.89
nonspeech,20.89,21.74
speech,21.74,23.49
nonspeech,23.49,23.77
speech,23.77,25.25
nonspeech,25.25,25.56
speech,25.56,26.99
nonspeech,26.99,29.5
speech,29.5,32.12
nonspeech,32.12,32.6
speech,32.6,34.89
nonspeech,34.89,35.01
speech,35.01,35.86
nonspeech,35.86,36.41
speech,36.41,40.16
nonspeech,40.16,41.26
speech,41.26,42.47
nonspeech,42.47,43.28
speech,43.28,43.64
nonspeech,43.64,43.76
speech,43.76,46.31
nonspeech,46.31,47.21
speech,47.21,49.04
nonspeech,49.04,49.28
speech,49.28,50.05
nonspeech,50.05,50.39
speech,50.39,51.32
nonspeech,51.32,52.2
speech,52.2,54.74
nonspeech,54.74,54.84
speech,54.84,55.53
nonspeech,55.53,55.72
speech,55.72,56.03
nonspeech,56.03,56.47
speech,56.47,57.03
nonspeech,57.03,58.15
speech,58.15,59.33
nonspeech,59.33,60.3
speech,60.3,60.75
nonspeech,60.75,60.76
