label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.93
nonspeech,1.93,2.29
speech,2.29,2.92
nonspeech,2.92,3.16
speech,3.16,5.46
nonspeech,5.46,5.57
speech,5.57,8.02
nonspeech,8.02,8.24
speech,8.24,10.79
nonspeech,10.79,11.48
speech,11.48,12.13
nonspeech,12.13,12.41
speech,12.41,13.47
nonspeech,13.47,22.61
speech,22.61,23.56
nonspeech,23.56,24.03
speech,24.03,24.93
nonspeech,24.93,25.85
speech,25.85,29.24
nonspeech,29.24,29.83
speech,29.83,30.66
nonspeech,30.66,31.26
speech,31.26,33.74
nonspeech,33.74,33.99
speech,33.99,35.8
nonspeech,35.8,35.94
speech,35.94,40.16
nonspeech,40.16,40.3
speech,40.3,40.8
nonspeech,40.8,41.04
speech,41.04,41.59
nonspeech,41.59,41.77
speech,41.77,45.87
nonspeech,45.87,46.12
speech,46.12,58.3
nonspeech,58.3,58.35
speech,58.35,61.67
nonspeech,61.67,61.68
