label,start,stop
nonspeech,0.0,0.03
speech,0.03,2.15
nonspeech,2.15,2.4
speech,2.4,3.94
nonspeech,3.94,4.02
speech,4.02,6.18
nonspeech,6.18,6.45
speech,6.45,10.83
nonspeech,10.83,10.97
speech,10.97,11.29
nonspeech,11.29,11.58
speech,11.58,13.11
nonspeech,13.11,13.4
speech,13.4,15.37
nonspeech,15.37,15.55
speech,15.55,17.74
nonspeech,17.74,18.13
speech,18.13,21.12
nonspeech,21.12,21.6
speech,21.6,25.31
nonspeech,25.31,25.48
speech,25.48,29.19
nonspeech,29.19,29.34
speech,29.34,29.88
nonspeech,29.88,30.09
speech,30.09,31.4
nonspeech,31.4,31.64
speech,31.64,36.18
nonspeech,36.18,36.44
speech,36.44,37.29
nonspeech,37.29,37.44
speech,37.44,37.91
nonspeech,37.91,38.23
speech,38.23,40.6
nonspeech,40.6,40.73
speech,40.73,44.59
nonspeech,44.59,45.17
speech,45.17,49.13
nonspeech,49.13,50.42
speech,50.42,53.59
nonspeech,53.59,55.09
speech,55.09,55.64
nonspeech,55.64,56.01
speech,56.01,56.44
nonspeech,56.44,56.76
speech,56.76,61.11
nonspeech,61.11,61.12
