label,start,stop
nonspeech,0.0,0.16
speech,0.16,0.5
nonspeech,0.5,0.51
speech,0.51,1.01
nonspeech,1.01,1.35
speech,1.35,3.31
nonspeech,3.31,3.41
speech,3.41,5.69
nonspeech,5.69,5.76
speech,5.76,6.39
nonspeech,6.39,6.5
speech,6.5,10.19
nonspeech,10.19,10.29
speech,10.29,11.81
nonspeech,11.81,12.36
speech,12.36,13.03
nonspeech,13.03,13.04
speech,13.04,14.39
nonspeech,14.39,14.41
speech,14.41,17.14
nonspeech,17.14,17.22
speech,17.22,18.01
nonspeech,18.01,18.07
speech,18.07,20.38
nonspeech,20.38,20.45
speech,20.45,22.92
nonspeech,22.92,23.07
speech,23.07,26.31
nonspeech,26.31,26.34
speech,26.34,32.57
nonspeech,32.57,33.29
speech,33.29,34.79
nonspeech,34.79,35.08
speech,35.08,38.68
nonspeech,38.68,38.7
speech,38.7,43.79
nonspeech,43.79,44.35
speech,44.35,52.68
nonspeech,52.68,52.85
speech,52.85,53.83
nonspeech,53.83,54.22
speech,54.22,55.95
nonspeech,55.95,56.2
speech,56.2,56.99
nonspeech,56.99,57.12
speech,57.12,59.25
nonspeech,59.25,59.59
speech,59.59,60.23
nonspeech,60.23,60.27
