label,start,stop
nonspeech,0.0,0.01
speech,0.01,2.0
nonspeech,2.0,2.33
speech,2.33,8.82
nonspeech,8.82,8.83
speech,8.83,11.73
nonspeech,11.73,11.74
speech,11.74,15.05
nonspeech,15.05,16.82
speech,16.82,17.09
nonspeech,17.09,18.46
speech,18.46,19.32
nonspeech,19.32,20.35
speech,20.35,26.46
nonspeech,26.46,27.31
speech,27.31,27.63
nonspeech,27.63,29.61
speech,29.61,38.58
nonspeech,38.58,39.22
speech,39.22,40.38
nonspeech,40.38,41.54
speech,41.54,45.74
nonspeech,45.74,46.65
speech,46.65,49.49
nonspeech,49.49,49.76
speech,49.76,50.12
nonspeech,50.12,50.17
speech,50.17,50.65
nonspeech,50.65,50.77
speech,50.77,52.95
nonspeech,52.95,53.15
speech,53.15,55.79
nonspeech,55.79,55.97
speech,55.97,59.54
nonspeech,59.54,59.7
speech,59.7,61.9
nonspeech,61.9,61.91
