label,start,stop
nonspeech,0.0,0.59
speech,0.59,3.75
nonspeech,3.75,3.77
speech,3.77,6.04
nonspeech,6.04,10.74
speech,10.74,11.33
nonspeech,11.33,12.45
speech,12.45,13.19
nonspeech,13.19,13.61
speech,13.61,14.23
nonspeech,14.23,14.28
speech,14.28,15.48
nonspeech,15.48,23.14
speech,23.14,26.24
nonspeech,26.24,26.69
speech,26.69,27.92
nonspeech,27.92,28.74
speech,28.74,33.66
nonspeech,33.66,33.85
speech,33.85,35.66
nonspeech,35.66,35.82
speech,35.82,38.23
nonspeech,38.23,38.69
speech,38.69,40.39
nonspeech,40.39,47.11
speech,47.11,48.18
nonspeech,48.18,48.5
speech,48.5,50.57
nonspeech,50.57,50.98
speech,50.98,51.46
nonspeech,51.46,52.34
speech,52.34,53.03
nonspeech,53.03,53.44
speech,53.44,55.51
nonspeech,55.51,59.16
speech,59.16,60.22
nonspeech,60.22,60.35
