label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.33
nonspeech,1.33,1.65
speech,1.65,4.74
nonspeech,4.74,4.99
speech,4.99,6.58
nonspeech,6.58,6.62
speech,6.62,9.3
nonspeech,9.3,9.56
speech,9.56,12.59
nonspeech,12.59,12.77
speech,12.77,14.57
nonspeech,14.57,14.63
speech,14.63,16.97
nonspeech,16.97,17.04
speech,17.04,18.13
nonspeech,18.13,18.15
speech,18.15,18.63
nonspeech,18.63,18.88
speech,18.88,22.03
nonspeech,22.03,22.36
speech,22.36,25.6
nonspeech,25.6,25.71
speech,25.71,28.53
nonspeech,28.53,28.63
speech,28.63,31.07
nonspeech,31.07,31.51
speech,31.51,33.51
nonspeech,33.51,33.75
speech,33.75,34.72
nonspeech,34.72,34.9
speech,34.9,40.47
nonspeech,40.47,40.91
speech,40.91,44.76
nonspeech,44.76,44.87
speech,44.87,47.94
nonspeech,47.94,48.1
speech,48.1,50.53
nonspeech,50.53,50.69
speech,50.69,53.12
nonspeech,53.12,53.18
speech,53.18,55.9
nonspeech,55.9,56.02
speech,56.02,57.62
nonspeech,57.62,58.93
speech,58.93,60.13
nonspeech,60.13,60.25
