label,start,stop
nonspeech,0.0,0.66
speech,0.66,5.4
nonspeech,5.4,5.64
speech,5.64,6.08
nonspeech,6.08,6.41
speech,6.41,7.78
nonspeech,7.78,7.93
speech,7.93,10.76
nonspeech,10.76,10.8
speech,10.8,13.5
nonspeech,13.5,13.81
speech,13.81,16.8
nonspeech,16.8,16.81
speech,16.81,16.84
nonspeech,16.84,16.86
speech,16.86,16.91
nonspeech,16.91,17.05
speech,17.05,18.41
nonspeech,18.41,18.81
speech,18.81,21.8
nonspeech,21.8,21.95
speech,21.95,22.8
nonspeech,22.8,24.58
speech,24.58,30.75
nonspeech,30.75,31.89
speech,31.89,33.8
nonspeech,33.8,36.23
speech,36.23,37.49
nonspeech,37.49,38.2
speech,38.2,40.93
nonspeech,40.93,41.05
speech,41.05,44.17
nonspeech,44.17,44.26
speech,44.26,47.45
nonspeech,47.45,47.48
speech,47.48,53.42
nonspeech,53.42,53.89
speech,53.89,58.62
nonspeech,58.62,58.81
speech,58.81,60.11
nonspeech,60.11,60.27
speech,60.27,60.66
nonspeech,60.66,60.67
