label,start,stop
nonspeech,0.0,0.05
speech,0.05,1.5
nonspeech,1.5,1.65
speech,1.65,3.09
nonspeech,3.09,3.25
speech,3.25,7.8
nonspeech,7.8,7.93
speech,7.93,9.58
nonspeech,9.58,9.73
speech,9.73,11.3
nonspeech,11.3,11.4
speech,11.4,12.75
nonspeech,12.75,13.05
speech,13.05,16.09
nonspeech,16.09,16.14
speech,16.14,18.83
nonspeech,18.83,18.87
speech,18.87,22.81
nonspeech,22.81,23.09
speech,23.09,25.86
nonspeech,25.86,26.04
speech,26.04,27.87
nonspeech,27.87,28.26
speech,28.26,43.03
nonspeech,43.03,43.12
speech,43.12,49.85
nonspeech,49.85,50.02
speech,50.02,59.75
nonspeech,59.75,60.01
