label,start,stop
nonspeech,0.0,0.03
speech,0.03,0.75
nonspeech,0.75,1.39
speech,1.39,2.88
nonspeech,2.88,3.19
speech,3.19,5.72
nonspeech,5.72,5.97
speech,5.97,8.81
nonspeech,8.81,9.32
speech,9.32,12.26
nonspeech,12.26,12.81
speech,12.81,14.97
nonspeech,14.97,15.41
speech,15.41,19.36
nonspeech,19.36,19.71
speech,19.71,23.19
nonspeech,23.19,25.1
speech,25.1,26.2
nonspeech,26.2,32.02
speech,32.02,34.34
nonspeech,34.34,34.91
speech,34.91,36.59
nonspeech,36.59,36.84
speech,36.84,37.77
nonspeech,37.77,37.99
speech,37.99,39.42
nonspeech,39.42,39.79
speech,39.79,40.22
nonspeech,40.22,42.33
speech,42.33,43.91
nonspeech,43.91,44.04
speech,44.04,48.92
nonspeech,48.92,49.4
speech,49.4,52.29
nonspeech,52.29,53.15
speech,53.15,57.49
nonspeech,57.49,58.84
speech,58.84,60.59
nonspeech,60.59,61.49
speech,61.49,61.94
nonspeech,61.94,61.95
