label,start,stop
nonspeech,0.0,0.08
speech,0.08,2.23
nonspeech,2.23,2.51
speech,2.51,5.12
nonspeech,5.12,5.43
speech,5.43,5.65
nonspeech,5.65,5.89
speech,5.89,6.5
nonspeech,6.5,6.61
speech,6.61,8.77
nonspeech,8.77,9.78
speech,9.78,11.67
nonspeech,11.67,12.06
speech,12.06,12.67
nonspeech,12.67,14.47
speech,14.47,15.02
nonspeech,15.02,15.53
speech,15.53,16.15
nonspeech,16.15,18.44
speech,18.44,20.09
nonspeech,20.09,21.32
speech,21.32,21.84
nonspeech,21.84,24.42
speech,24.42,26.3
nonspeech,26.3,26.71
speech,26.71,27.75
nonspeech,27.75,27.76
speech,27.76,31.23
nonspeech,31.23,32.58
speech,32.58,36.67
nonspeech,36.67,36.69
speech,36.69,36.75
nonspeech,36.75,36.85
speech,36.85,37.08
nonspeech,37.08,37.79
speech,37.79,40.73
nonspeech,40.73,40.79
speech,40.79,41.13
nonspeech,41.13,41.89
speech,41.89,43.75
nonspeech,43.75,45.24
speech,45.24,45.73
nonspeech,45.73,47.83
speech,47.83,48.32
nonspeech,48.32,50.33
speech,50.33,52.88
nonspeech,52.88,53.52
speech,53.52,54.02
nonspeech,54.02,54.31
speech,54.31,55.99
nonspeech,55.99,57.35
speech,57.35,57.77
nonspeech,57.77,58.2
speech,58.2,60.47
nonspeech,60.47,60.48
