label,start,stop
nonspeech,0.0,0.09
speech,0.09,3.81
nonspeech,3.81,4.03
speech,4.03,6.45
nonspeech,6.45,6.62
speech,6.62,8.91
nonspeech,8.91,9.04
speech,9.04,11.05
nonspeech,11.05,11.13
speech,11.13,13.67
nonspeech,13.67,13.87
speech,13.87,16.92
nonspeech,16.92,17.11
speech,17.11,20.1
nonspeech,20.1,20.21
speech,20.21,21.05
nonspeech,21.05,21.1
speech,21.1,25.58
nonspeech,25.58,25.7
speech,25.7,26.62
nonspeech,26.62,26.79
speech,26.79,30.18
nonspeech,30.18,30.39
speech,30.39,33.42
nonspeech,33.42,33.71
speech,33.71,35.5
nonspeech,35.5,35.59
speech,35.59,38.28
nonspeech,38.28,38.39
speech,38.39,39.95
nonspeech,39.95,39.99
speech,39.99,41.22
nonspeech,41.22,41.35
speech,41.35,43.21
nonspeech,43.21,43.5
speech,43.5,46.21
nonspeech,46.21,46.29
speech,46.29,51.5
nonspeech,51.5,51.57
speech,51.57,54.65
nonspeech,54.65,54.76
speech,54.76,57.54
nonspeech,57.54,57.72
speech,57.72,60.0
nonspeech,60.0,60.01
