label,start,stop
nonspeech,0.0,0.23
speech,0.23,1.29
nonspeech,1.29,2.49
speech,2.49,2.78
nonspeech,2.78,5.38
speech,5.38,5.82
nonspeech,5.82,6.46
speech,6.46,7.48
nonspeech,7.48,7.69
speech,7.69,12.26
nonspeech,12.26,12.85
speech,12.85,14.4
nonspeech,14.4,14.88
speech,14.88,17.58
nonspeech,17.58,18.0
speech,18.0,19.66
nonspeech,19.66,19.89
speech,19.89,22.26
nonspeech,22.26,22.33
speech,22.33,25.96
nonspeech,25.96,26.91
speech,26.91,28.16
nonspeech,28.16,28.74
speech,28.74,31.41
nonspeech,31.41,31.55
speech,31.55,31.59
nonspeech,31.59,32.62
speech,32.62,33.17
nonspeech,33.17,36.03
speech,36.03,36.53
nonspeech,36.53,36.6
speech,36.6,39.69
nonspeech,39.69,41.75
speech,41.75,46.46
nonspeech,46.46,46.49
speech,46.49,47.99
nonspeech,47.99,50.01
speech,50.01,50.68
nonspeech,50.68,50.91
speech,50.91,53.91
nonspeech,53.91,53.98
speech,53.98,54.38
nonspeech,54.38,54.49
speech,54.49,57.2
nonspeech,57.2,57.4
speech,57.4,59.25
nonspeech,59.25,59.4
speech,59.4,59.81
nonspeech,59.81,59.88
speech,59.88,60.42
nonspeech,60.42,60.57
speech,60.57,60.63
nonspeech,60.63,60.82
