label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.42
nonspeech,1.42,1.94
speech,1.94,8.31
nonspeech,8.31,8.71
speech,8.71,14.48
nonspeech,14.48,15.07
speech,15.07,16.22
nonspeech,16.22,16.29
speech,16.29,17.06
nonspeech,17.06,17.09
speech,17.09,18.29
nonspeech,18.29,19.13
speech,19.13,20.78
nonspeech,20.78,21.41
speech,21.41,23.45
nonspeech,23.45,23.68
speech,23.68,24.23
nonspeech,24.23,24.61
speech,24.61,25.85
nonspeech,25.85,26.33
speech,26.33,27.06
nonspeech,27.06,27.21
speech,27.21,27.62
nonspeech,27.62,27.8
speech,27.8,29.9
nonspeech,29.9,30.32
speech,30.32,32.98
nonspeech,32.98,33.01
speech,33.01,35.22
nonspeech,35.22,35.32
speech,35.32,38.66
nonspeech,38.66,38.71
speech,38.71,39.08
nonspeech,39.08,39.58
speech,39.58,40.31
nonspeech,40.31,40.91
speech,40.91,43.72
nonspeech,43.72,43.95
speech,43.95,48.71
nonspeech,48.71,48.86
speech,48.86,51.52
nonspeech,51.52,51.61
speech,51.61,54.01
nonspeech,54.01,54.8
speech,54.8,59.5
nonspeech,59.5,59.72
speech,59.72,61.15
nonspeech,61.15,61.4
