label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.45
nonspeech,1.45,1.7
speech,1.7,5.29
nonspeech,5.29,5.41
speech,5.41,7.65
nonspeech,7.65,7.77
speech,7.77,9.67
nonspeech,9.67,9.94
speech,9.94,12.24
nonspeech,12.24,12.43
speech,12.43,13.33
nonspeech,13.33,13.56
speech,13.56,15.42
nonspeech,15.42,15.63
speech,15.63,16.3
nonspeech,16.3,16.47
speech,16.47,19.53
nonspeech,19.53,19.72
speech,19.72,21.49
nonspeech,21.49,21.59
speech,21.59,25.9
nonspeech,25.9,26.11
speech,26.11,27.1
nonspeech,27.1,27.46
speech,27.46,29.22
nonspeech,29.22,29.59
speech,29.59,30.09
nonspeech,30.09,30.18
speech,30.18,30.79
nonspeech,30.79,30.83
speech,30.83,32.31
nonspeech,32.31,32.5
speech,32.5,34.13
nonspeech,34.13,34.42
speech,34.42,34.85
nonspeech,34.85,35.23
speech,35.23,36.43
nonspeech,36.43,36.56
speech,36.56,46.44
nonspeech,46.44,46.99
speech,46.99,51.22
nonspeech,51.22,51.71
speech,51.71,53.35
nonspeech,53.35,53.46
speech,53.46,54.07
nonspeech,54.07,55.82
speech,55.82,57.58
nonspeech,57.58,57.83
speech,57.83,58.68
nonspeech,58.68,58.72
speech,58.72,59.17
nonspeech,59.17,59.85
speech,59.85,60.55
nonspeech,60.55,60.85
speech,60.85,61.11
nonspeech,61.11,61.12
