label,start,stop
nonspeech,0.0,1.53
speech,1.53,1.92
nonspeech,1.92,2.3
speech,2.3,2.86
nonspeech,2.86,3.16
speech,3.16,4.81
nonspeech,4.81,5.84
speech,5.84,7.95
nonspeech,7.95,8.35
speech,8.35,8.9
nonspeech,8.9,9.46
speech,9.46,11.05
nonspeech,11.05,11.56
speech,11.56,11.97
nonspeech,11.97,15.8
speech,15.8,16.83
nonspeech,16.83,17.55
speech,17.55,18.43
nonspeech,18.43,19.77
speech,19.77,20.3
nonspeech,20.3,20.65
speech,20.65,23.03
nonspeech,23.03,23.29
speech,23.29,23.74
nonspeech,23.74,25.0
speech,25.0,25.55
nonspeech,25.55,25.72
speech,25.72,26.52
nonspeech,26.52,27.34
speech,27.34,28.83
nonspeech,28.83,29.82
speech,29.82,30.65
nonspeech,30.65,31.4
speech,31.4,34.6
nonspeech,34.6,34.88
speech,34.88,36.23
nonspeech,36.23,36.6
speech,36.6,37.57
nonspeech,37.57,38.43
speech,38.43,39.02
nonspeech,39.02,40.97
speech,40.97,41.92
nonspeech,41.92,42.66
speech,42.66,45.74
nonspeech,45.74,47.04
speech,47.04,47.4
nonspeech,47.4,48.53
speech,48.53,49.18
nonspeech,49.18,50.15
speech,50.15,51.39
nonspeech,51.39,51.72
speech,51.72,54.59
nonspeech,54.59,55.64
speech,55.64,57.05
nonspeech,57.05,57.46
speech,57.46,60.06
nonspeech,60.06,60.6
speech,60.6,61.07
nonspeech,61.07,61.08
