label,start,stop
nonspeech,0.0,0.4
speech,0.4,2.58
nonspeech,2.58,2.7
speech,2.7,7.24
nonspeech,7.24,7.45
speech,7.45,9.98
nonspeech,9.98,10.12
speech,10.12,12.8
nonspeech,12.8,12.92
speech,12.92,13.64
nonspeech,13.64,13.85
speech,13.85,14.36
nonspeech,14.36,14.41
speech,14.41,17.87
nonspeech,17.87,18.21
speech,18.21,21.32
nonspeech,21.32,21.51
speech,21.51,24.97
nonspeech,24.97,25.13
speech,25.13,25.47
nonspeech,25.47,25.49
speech,25.49,28.76
nonspeech,28.76,28.97
speech,28.97,30.5
nonspeech,30.5,30.68
speech,30.68,34.52
nonspeech,34.52,34.66
speech,34.66,44.36
nonspeech,44.36,44.5
speech,44.5,49.13
nonspeech,49.13,49.43
speech,49.43,51.47
nonspeech,51.47,51.58
speech,51.58,56.4
nonspeech,56.4,56.57
speech,56.57,59.98
nonspeech,59.98,60.01
