label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.84
nonspeech,0.84,1.49
speech,1.49,2.91
nonspeech,2.91,3.39
speech,3.39,5.74
nonspeech,5.74,6.08
speech,6.08,9.72
nonspeech,9.72,11.52
speech,11.52,14.96
nonspeech,14.96,15.61
speech,15.61,16.32
nonspeech,16.32,16.95
speech,16.95,17.67
nonspeech,17.67,17.82
speech,17.82,19.43
nonspeech,19.43,21.35
speech,21.35,23.5
nonspeech,23.5,26.2
speech,26.2,29.78
nonspeech,29.78,29.92
speech,29.92,31.21
nonspeech,31.21,31.58
speech,31.58,38.26
nonspeech,38.26,38.97
speech,38.97,46.59
nonspeech,46.59,47.44
speech,47.44,55.74
nonspeech,55.74,57.41
speech,57.41,60.66
nonspeech,60.66,60.67
