label,start,stop
nonspeech,0.0,0.01
speech,0.01,4.0
nonspeech,4.0,5.14
speech,5.14,5.48
nonspeech,5.48,5.76
speech,5.76,6.3
nonspeech,6.3,6.42
speech,6.42,7.88
nonspeech,7.88,8.19
speech,8.19,10.11
nonspeech,10.11,10.12
speech,10.12,10.14
nonspeech,10.14,10.21
speech,10.21,11.8
nonspeech,11.8,12.29
speech,12.29,17.68
nonspeech,17.68,17.89
speech,17.89,19.24
nonspeech,19.24,19.25
speech,19.25,20.83
nonspeech,20.83,21.24
speech,21.24,22.39
nonspeech,22.39,22.58
speech,22.58,26.84
nonspeech,26.84,26.94
speech,26.94,28.67
nonspeech,28.67,29.08
speech,29.08,29.26
nonspeech,29.26,29.85
speech,29.85,30.67
nonspeech,30.67,30.83
speech,30.83,31.9
nonspeech,31.9,32.02
speech,32.02,34.77
nonspeech,34.77,34.95
speech,34.95,37.27
nonspeech,37.27,37.37
speech,37.37,38.05
nonspeech,38.05,38.06
speech,38.06,38.08
nonspeech,38.08,38.58
speech,38.58,39.07
nonspeech,39.07,39.2
speech,39.2,40.3
nonspeech,40.3,40.42
speech,40.42,40.88
nonspeech,40.88,41.06
speech,41.06,41.99
nonspeech,41.99,42.21
speech,42.21,45.93
nonspeech,45.93,46.04
speech,46.04,46.51
nonspeech,46.51,46.76
speech,46.76,48.89
nonspeech,48.89,49.05
speech,49.05,50.06
nonspeech,50.06,50.2
speech,50.2,52.44
nonspeech,52.44,52.78
speech,52.78,53.64
nonspeech,53.64,54.02
speech,54.02,54.24
nonspeech,54.24,55.23
speech,55.23,59.55
nonspeech,59.55,59.92
speech,59.92,60.34
nonspeech,60.34,60.35
