label,start,stop
nonspeech,0.0,0.03
speech,0.03,0.42
nonspeech,0.42,0.64
speech,0.64,6.29
nonspeech,6.29,7.05
speech,7.05,11.9
nonspeech,11.9,12.2
speech,12.2,17.15
nonspeech,17.15,17.34
speech,17.34,23.54
nonspeech,23.54,23.9
speech,23.9,30.33
nonspeech,30.33,30.6
speech,30.6,35.38
nonspeech,35.38,36.0
speech,36.0,38.7
nonspeech,38.7,38.77
speech,38.77,39.62
nonspeech,39.62,40.42
speech,40.42,44.63
nonspeech,44.63,45.74
speech,45.74,49.06
nonspeech,49.06,49.19
speech,49.19,53.58
nonspeech,53.58,54.06
speech,54.06,59.69
nonspeech,59.69,60.01
