label,start,stop
speech,0.0,0.7
nonspeech,0.7,0.98
speech,0.98,3.97
nonspeech,3.97,4.07
speech,4.07,4.59
nonspeech,4.59,4.64
speech,4.64,5.38
nonspeech,5.38,5.44
speech,5.44,5.95
nonspeech,5.95,6.21
speech,6.21,9.81
nonspeech,9.81,9.91
speech,9.91,12.14
nonspeech,12.14,12.28
speech,12.28,15.98
nonspeech,15.98,16.17
speech,16.17,18.42
nonspeech,18.42,18.48
speech,18.48,19.86
nonspeech,19.86,20.12
speech,20.12,20.42
nonspeech,20.42,20.77
speech,20.77,26.46
nonspeech,26.46,26.63
speech,26.63,29.99
nonspeech,29.99,30.59
speech,30.59,33.26
nonspeech,33.26,33.42
speech,33.42,34.87
nonspeech,34.87,35.48
speech,35.48,38.95
nonspeech,38.95,39.17
speech,39.17,40.63
nonspeech,40.63,41.79
speech,41.79,43.07
nonspeech,43.07,43.23
speech,43.23,46.26
nonspeech,46.26,46.54
speech,46.54,48.49
nonspeech,48.49,48.74
speech,48.74,49.54
nonspeech,49.54,49.68
speech,49.68,50.12
nonspeech,50.12,50.48
speech,50.48,55.85
nonspeech,55.85,56.79
speech,56.79,57.21
nonspeech,57.21,57.31
speech,57.31,58.13
nonspeech,58.13,58.88
speech,58.88,60.19
nonspeech,60.19,60.2
