label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.71
nonspeech,0.71,1.18
speech,1.18,2.33
nonspeech,2.33,2.5
speech,2.5,3.91
nonspeech,3.91,4.11
speech,4.11,4.94
nonspeech,4.94,4.99
speech,4.99,6.81
nonspeech,6.81,8.54
speech,8.54,11.6
nonspeech,11.6,11.85
speech,11.85,14.55
nonspeech,14.55,14.77
speech,14.77,15.76
nonspeech,15.76,15.78
speech,15.78,17.15
nonspeech,17.15,17.37
speech,17.37,18.96
nonspeech,18.96,19.0
speech,19.0,20.17
nonspeech,20.17,20.72
speech,20.72,21.37
nonspeech,21.37,22.91
speech,22.91,24.19
nonspeech,24.19,24.36
speech,24.36,29.77
nonspeech,29.77,30.01
speech,30.01,31.25
nonspeech,31.25,31.35
speech,31.35,35.55
nonspeech,35.55,35.69
speech,35.69,36.62
nonspeech,36.62,36.87
speech,36.87,38.14
nonspeech,38.14,38.23
speech,38.23,39.17
nonspeech,39.17,39.4
speech,39.4,42.14
nonspeech,42.14,42.3
speech,42.3,43.47
nonspeech,43.47,43.67
speech,43.67,49.74
nonspeech,49.74,49.95
speech,49.95,55.08
nonspeech,55.08,55.15
speech,55.15,57.66
nonspeech,57.66,57.93
speech,57.93,61.25
nonspeech,61.25,61.27
speech,61.27,61.7
nonspeech,61.7,61.95
