label,start,stop
nonspeech,0.0,1.24
speech,1.24,1.99
nonspeech,1.99,2.6
speech,2.6,3.26
nonspeech,3.26,3.44
speech,3.44,4.52
nonspeech,4.52,4.59
speech,4.59,4.95
nonspeech,4.95,7.36
speech,7.36,8.12
nonspeech,8.12,12.18
speech,12.18,12.89
nonspeech,12.89,13.6
speech,13.6,18.11
nonspeech,18.11,19.66
speech,19.66,22.41
nonspeech,22.41,22.92
speech,22.92,26.53
nonspeech,26.53,26.58
speech,26.58,34.75
nonspeech,34.75,34.84
speech,34.84,39.24
nonspeech,39.24,40.15
speech,40.15,45.28
nonspeech,45.28,45.3
speech,45.3,47.58
nonspeech,47.58,47.69
speech,47.69,50.95
nonspeech,50.95,51.07
speech,51.07,54.12
nonspeech,54.12,54.33
speech,54.33,58.95
nonspeech,58.95,60.34
speech,60.34,60.83
nonspeech,60.83,60.84
