label,start,stop
speech,0.0,7.58
nonspeech,7.58,9.01
speech,9.01,12.09
nonspeech,12.09,12.39
speech,12.39,13.37
nonspeech,13.37,13.5
speech,13.5,14.51
nonspeech,14.51,14.58
speech,14.58,19.9
nonspeech,19.9,19.98
speech,19.98,24.02
nonspeech,24.02,24.11
speech,24.11,27.87
nonspeech,27.87,28.09
speech,28.09,30.95
nonspeech,30.95,32.16
speech,32.16,35.07
nonspeech,35.07,35.24
speech,35.24,36.91
nonspeech,36.91,36.92
speech,36.92,46.34
nonspeech,46.34,46.79
speech,46.79,47.37
nonspeech,47.37,47.85
speech,47.85,52.34
nonspeech,52.34,52.54
speech,52.54,54.48
nonspeech,54.48,54.88
speech,54.88,61.05
nonspeech,61.05,61.06
