label,start,stop
nonspeech,0.0,0.01
speech,0.01,3.19
nonspeech,3.19,3.61
speech,3.61,6.03
nonspeech,6.03,7.06
speech,7.06,10.13
nonspeech,10.13,11.87
speech,11.87,14.22
nonspeech,14.22,14.48
speech,14.48,20.92
nonspeech,20.92,21.28
speech,21.28,22.6
nonspeech,22.6,22.69
speech,22.69,23.87
nonspeech,23.87,23.92
speech,23.92,31.83
nonspeech,31.83,33.92
speech,33.92,36.95
nonspeech,36.95,37.87
speech,37.87,40.63
nonspeech,40.63,40.73
speech,40.73,44.4
nonspeech,44.4,44.97
speech,44.97,49.12
nonspeech,49.12,49.18
speech,49.18,50.52
nonspeech,50.52,53.01
speech,53.01,54.7
nonspeech,54.7,55.24
speech,55.24,57.32
nonspeech,57.32,58.84
speech,58.84,61.54
nonspeech,61.54,61.59
