label,start,stop
nonspeech,0.0,0.49
speech,0.49,1.81
nonspeech,1.81,3.92
speech,3.92,8.08
nonspeech,8.08,8.4
speech,8.4,10.1
nonspeech,10.1,10.69
speech,10.69,11.36
nonspeech,11.36,11.37
speech,11.37,11.47
nonspeech,11.47,11.82
speech,11.82,12.06
nonspeech,12.06,13.39
speech,13.39,13.98
nonspeech,13.98,15.34
speech,15.34,15.64
nonspeech,15.64,15.85
speech,15.85,16.46
nonspeech,16.46,16.88
speech,16.88,19.0
nonspeech,19.0,19.25
speech,19.25,24.07
nonspeech,24.07,24.12
speech,24.12,27.84
nonspeech,27.84,27.85
speech,27.85,27.86
nonspeech,27.86,28.51
speech,28.51,29.14
nonspeech,29.14,29.18
speech,29.18,31.92
nonspeech,31.92,32.2
speech,32.2,34.54
nonspeech,34.54,35.37
speech,35.37,35.51
nonspeech,35.51,36.22
speech,36.22,37.45
nonspeech,37.45,37.97
speech,37.97,38.01
nonspeech,38.01,38.07
speech,38.07,38.88
nonspeech,38.88,39.26
speech,39.26,42.2
nonspeech,42.2,43.65
speech,43.65,45.39
nonspeech,45.39,45.45
speech,45.45,45.46
nonspeech,45.46,45.68
speech,45.68,47.24
nonspeech,47.24,48.64
speech,48.64,49.48
nonspeech,49.48,55.06
speech,55.06,56.4
nonspeech,56.4,58.68
speech,58.68,59.79
nonspeech,59.79,60.16
