label,start,stop
speech,0.0,1.57
nonspeech,1.57,1.72
speech,1.72,4.62
nonspeech,4.62,4.78
speech,4.78,6.05
nonspeech,6.05,7.86
speech,7.86,9.89
nonspeech,9.89,9.92
speech,9.92,14.06
nonspeech,14.06,14.22
speech,14.22,15.42
nonspeech,15.42,15.57
speech,15.57,18.03
nonspeech,18.03,18.06
speech,18.06,21.69
nonspeech,21.69,21.98
speech,21.98,29.64
nonspeech,29.64,29.67
speech,29.67,29.69
nonspeech,29.69,30.17
speech,30.17,32.24
nonspeech,32.24,32.57
speech,32.57,35.76
nonspeech,35.76,35.79
speech,35.79,37.79
nonspeech,37.79,38.15
speech,38.15,48.99
nonspeech,48.99,49.1
speech,49.1,59.98
nonspeech,59.98,60.01
