label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.31
nonspeech,0.31,0.47
speech,0.47,6.06
nonspeech,6.06,6.69
speech,6.69,10.78
nonspeech,10.78,11.59
speech,11.59,17.18
nonspeech,17.18,17.5
speech,17.5,23.02
nonspeech,23.02,23.27
speech,23.27,28.58
nonspeech,28.58,28.98
speech,28.98,32.77
nonspeech,32.77,33.28
speech,33.28,36.56
nonspeech,36.56,36.83
speech,36.83,41.05
nonspeech,41.05,41.3
speech,41.3,42.79
nonspeech,42.79,42.8
speech,42.8,43.25
nonspeech,43.25,43.46
speech,43.46,44.24
nonspeech,44.24,44.5
speech,44.5,47.74
nonspeech,47.74,47.98
speech,47.98,51.28
nonspeech,51.28,51.75
speech,51.75,52.83
nonspeech,52.83,52.98
speech,52.98,56.47
nonspeech,56.47,56.65
speech,56.65,59.55
nonspeech,59.55,60.01
