label,start,stop
nonspeech,0.0,0.14
speech,0.14,0.77
nonspeech,0.77,0.9
speech,0.9,3.49
nonspeech,3.49,3.53
speech,3.53,5.75
nonspeech,5.75,5.77
speech,5.77,11.16
nonspeech,11.16,11.73
speech,11.73,13.12
nonspeech,13.12,13.84
speech,13.84,15.46
nonspeech,15.46,15.47
speech,15.47,15.97
nonspeech,15.97,16.43
speech,16.43,18.2
nonspeech,18.2,18.22
speech,18.22,19.82
nonspeech,19.82,19.85
speech,19.85,26.98
nonspeech,26.98,27.76
speech,27.76,28.41
nonspeech,28.41,28.75
speech,28.75,29.05
nonspeech,29.05,29.55
speech,29.55,34.63
nonspeech,34.63,35.07
speech,35.07,36.41
nonspeech,36.41,36.42
speech,36.42,36.5
nonspeech,36.5,36.77
speech,36.77,37.55
nonspeech,37.55,37.7
speech,37.7,38.4
nonspeech,38.4,38.66
speech,38.66,40.44
nonspeech,40.44,40.65
speech,40.65,41.43
nonspeech,41.43,41.47
speech,41.47,46.92
nonspeech,46.92,47.08
speech,47.08,52.33
nonspeech,52.33,52.59
speech,52.59,54.16
nonspeech,54.16,55.58
speech,55.58,57.87
nonspeech,57.87,58.17
speech,58.17,60.56
nonspeech,60.56,60.61
