label,start,stop
nonspeech,0.0,0.07
speech,0.07,0.76
nonspeech,0.76,0.9
speech,0.9,1.4
nonspeech,1.4,1.6
speech,1.6,3.38
nonspeech,3.38,4.78
speech,4.78,6.25
nonspeech,6.25,7.0
speech,7.0,16.02
nonspeech,16.02,16.59
speech,16.59,19.9
nonspeech,19.9,20.12
speech,20.12,24.37
nonspeech,24.37,24.94
speech,24.94,25.55
nonspeech,25.55,25.61
speech,25.61,26.17
nonspeech,26.17,26.42
speech,26.42,26.9
nonspeech,26.9,27.01
speech,27.01,27.25
nonspeech,27.25,27.49
speech,27.49,28.09
nonspeech,28.09,28.12
speech,28.12,28.76
nonspeech,28.76,28.85
speech,28.85,29.73
nonspeech,29.73,29.76
speech,29.76,30.89
nonspeech,30.89,31.12
speech,31.12,32.68
nonspeech,32.68,32.79
speech,32.79,34.21
nonspeech,34.21,34.56
speech,34.56,38.34
nonspeech,38.34,39.41
speech,39.41,45.27
nonspeech,45.27,46.01
speech,46.01,47.49
nonspeech,47.49,48.05
speech,48.05,52.01
nonspeech,52.01,52.4
speech,52.4,53.68
nonspeech,53.68,53.69
speech,53.69,56.68
nonspeech,56.68,56.92
speech,56.92,57.21
nonspeech,57.21,57.92
speech,57.92,58.16
nonspeech,58.16,58.37
speech,58.37,58.87
nonspeech,58.87,59.13
speech,59.13,59.43
nonspeech,59.43,59.63
speech,59.63,60.32
nonspeech,60.32,60.33
