label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.61
nonspeech,0.61,0.76
speech,0.76,4.9
nonspeech,4.9,5.06
speech,5.06,10.99
nonspeech,10.99,11.13
speech,11.13,13.55
nonspeech,13.55,13.64
speech,13.64,15.52
nonspeech,15.52,15.73
speech,15.73,16.66
nonspeech,16.66,16.67
speech,16.67,21.01
nonspeech,21.01,21.14
speech,21.14,21.53
nonspeech,21.53,21.91
speech,21.91,22.39
nonspeech,22.39,22.56
speech,22.56,28.54
nonspeech,28.54,28.58
speech,28.58,31.18
nonspeech,31.18,31.26
speech,31.26,32.13
nonspeech,32.13,32.17
speech,32.17,37.53
nonspeech,37.53,37.73
speech,37.73,41.88
nonspeech,41.88,42.01
speech,42.01,43.33
nonspeech,43.33,43.42
speech,43.42,46.2
nonspeech,46.2,46.26
speech,46.26,48.28
nonspeech,48.28,48.34
speech,48.34,49.3
nonspeech,49.3,49.64
speech,49.64,51.63
nonspeech,51.63,51.87
speech,51.87,57.15
nonspeech,57.15,57.43
speech,57.43,60.63
nonspeech,60.63,60.76
