label,start,stop
nonspeech,0.0,0.01
speech,0.01,2.75
nonspeech,2.75,2.83
speech,2.83,14.25
nonspeech,14.25,14.33
speech,14.33,17.91
nonspeech,17.91,18.11
speech,18.11,20.29
nonspeech,20.29,20.39
speech,20.39,27.65
nonspeech,27.65,27.7
speech,27.7,29.3
nonspeech,29.3,29.31
speech,29.31,31.8
nonspeech,31.8,31.92
speech,31.92,33.21
nonspeech,33.21,33.4
speech,33.4,43.01
nonspeech,43.01,43.03
speech,43.03,44.09
nonspeech,44.09,44.21
speech,44.21,46.9
nonspeech,46.9,47.07
speech,47.07,48.29
nonspeech,48.29,49.42
speech,49.42,51.36
nonspeech,51.36,51.62
speech,51.62,52.33
nonspeech,52.33,53.15
speech,53.15,55.62
nonspeech,55.62,55.94
speech,55.94,59.26
nonspeech,59.26,59.48
speech,59.48,60.71
nonspeech,60.71,60.72
