label,start,stop
nonspeech,0.0,0.28
speech,0.28,1.03
nonspeech,1.03,1.04
speech,1.04,1.62
nonspeech,1.62,1.73
speech,1.73,4.29
nonspeech,4.29,4.38
speech,4.38,6.82
nonspeech,6.82,7.09
speech,7.09,10.78
nonspeech,10.78,10.96
speech,10.96,13.87
nonspeech,13.87,14.09
speech,14.09,14.97
nonspeech,14.97,15.24
speech,15.24,18.07
nonspeech,18.07,18.89
speech,18.89,20.95
nonspeech,20.95,21.06
speech,21.06,28.17
nonspeech,28.17,28.26
speech,28.26,33.21
nonspeech,33.21,33.32
speech,33.32,40.22
nonspeech,40.22,40.25
speech,40.25,44.71
nonspeech,44.71,44.82
speech,44.82,47.61
nonspeech,47.61,47.65
speech,47.65,53.3
nonspeech,53.3,53.39
speech,53.39,57.87
nonspeech,57.87,58.12
speech,58.12,59.2
nonspeech,59.2,59.42
speech,59.42,61.05
nonspeech,61.05,61.06
