label,start,stop
nonspeech,0.0,0.03
speech,0.03,2.5
nonspeech,2.5,2.88
speech,2.88,7.89
nonspeech,7.89,8.24
speech,8.24,9.43
nonspeech,9.43,10.73
speech,10.73,15.91
nonspeech,15.91,16.02
speech,16.02,17.27
nonspeech,17.27,18.66
speech,18.66,19.5
nonspeech,19.5,19.76
speech,19.76,24.65
nonspeech,24.65,24.66
speech,24.66,29.73
nonspeech,29.73,29.87
speech,29.87,30.41
nonspeech,30.41,30.8
speech,30.8,32.0
nonspeech,32.0,32.01
speech,32.01,32.9
nonspeech,32.9,33.27
speech,33.27,36.21
nonspeech,36.21,36.5
speech,36.5,38.19
nonspeech,38.19,38.38
speech,38.38,41.07
nonspeech,41.07,41.17
speech,41.17,41.69
nonspeech,41.69,41.7
speech,41.7,42.16
nonspeech,42.16,42.59
speech,42.59,43.65
nonspeech,43.65,43.68
speech,43.68,44.27
nonspeech,44.27,44.57
speech,44.57,45.5
nonspeech,45.5,45.98
speech,45.98,46.68
nonspeech,46.68,46.81
speech,46.81,48.08
nonspeech,48.08,48.64
speech,48.64,51.22
nonspeech,51.22,51.6
speech,51.6,52.91
nonspeech,52.91,53.65
speech,53.65,54.46
nonspeech,54.46,54.81
speech,54.81,56.21
nonspeech,56.21,56.59
speech,56.59,58.82
nonspeech,58.82,58.87
speech,58.87,60.96
nonspeech,60.96,60.97
