label,start,stop
nonspeech,0.0,0.01
speech,0.01,0.04
nonspeech,0.04,0.76
speech,0.76,1.96
nonspeech,1.96,2.18
speech,2.18,2.61
nonspeech,2.61,3.1
speech,3.1,4.94
nonspeech,4.94,5.34
speech,5.34,9.36
nonspeech,9.36,9.37
speech,9.37,11.07
nonspeech,11.07,11.19
speech,11.19,13.97
nonspeech,13.97,14.6
speech,14.6,15.93
nonspeech,15.93,16.37
speech,16.37,17.71
nonspeech,17.71,17.79
speech,17.79,18.68
nonspeech,18.68,18.81
speech,18.81,20.32
nonspeech,20.32,20.91
speech,20.91,23.41
nonspeech,23.41,23.62
speech,23.62,25.05
nonspeech,25.05,25.32
speech,25.32,25.96
nonspeech,25.96,26.57
speech,26.57,27.69
nonspeech,27.69,27.95
speech,27.95,29.35
nonspeech,29.35,29.88
speech,29.88,32.01
nonspeech,32.01,32.67
speech,32.67,35.86
nonspeech,35.86,36.23
speech,36.23,38.77
nonspeech,38.77,39.64
speech,39.64,40.46
nonspeech,40.46,41.15
speech,41.15,44.91
nonspeech,44.91,45.26
speech,45.26,46.81
nonspeech,46.81,46.95
speech,46.95,48.0
nonspeech,48.0,48.16
speech,48.16,48.76
nonspeech,48.76,49.18
speech,49.18,50.6
nonspeech,50.6,50.77
speech,50.77,51.49
nonspeech,51.49,51.98
speech,51.98,53.9
nonspeech,53.9,54.13
speech,54.13,54.87
nonspeech,54.87,55.42
speech,55.42,57.29
nonspeech,57.29,57.62
speech,57.62,60.17
nonspeech,60.17,60.48
