label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.44
nonspeech,1.44,1.65
speech,1.65,2.28
nonspeech,2.28,2.47
speech,2.47,4.63
nonspeech,4.63,4.68
speech,4.68,6.47
nonspeech,6.47,6.55
speech,6.55,8.88
nonspeech,8.88,9.57
speech,9.57,11.68
nonspeech,11.68,11.99
speech,11.99,13.75
nonspeech,13.75,14.0
speech,14.0,15.93
nonspeech,15.93,16.5
speech,16.5,17.98
nonspeech,17.98,18.04
speech,18.04,19.09
nonspeech,19.09,19.34
speech,19.34,20.62
nonspeech,20.62,20.77
speech,20.77,21.89
nonspeech,21.89,22.67
speech,22.67,27.46
nonspeech,27.46,27.54
speech,27.54,29.46
nonspeech,29.46,29.86
speech,29.86,34.42
nonspeech,34.42,34.77
speech,34.77,41.03
nonspeech,41.03,41.51
speech,41.51,45.86
nonspeech,45.86,46.0
speech,46.0,47.16
nonspeech,47.16,47.51
speech,47.51,49.21
nonspeech,49.21,49.25
speech,49.25,50.51
nonspeech,50.51,51.28
speech,51.28,52.88
nonspeech,52.88,53.77
speech,53.77,56.6
nonspeech,56.6,56.75
speech,56.75,60.0
nonspeech,60.0,60.01
