label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.83
nonspeech,1.83,2.09
speech,2.09,3.02
nonspeech,3.02,4.08
speech,4.08,4.47
nonspeech,4.47,4.76
speech,4.76,5.41
nonspeech,5.41,6.85
speech,6.85,7.7
nonspeech,7.7,8.06
speech,8.06,9.03
nonspeech,9.03,10.21
speech,10.21,11.4
nonspeech,11.4,13.64
speech,13.64,14.02
nonspeech,14.02,15.36
speech,15.36,17.34
nonspeech,17.34,17.83
speech,17.83,18.74
nonspeech,18.74,19.26
speech,19.26,20.5
nonspeech,20.5,20.81
speech,20.81,23.28
nonspeech,23.28,23.65
speech,23.65,24.79
nonspeech,24.79,24.95
speech,24.95,25.85
nonspeech,25.85,26.82
speech,26.82,28.35
nonspeech,28.35,28.39
speech,28.39,29.27
nonspeech,29.27,29.36
speech,29.36,30.39
nonspeech,30.39,30.48
speech,30.48,33.1
nonspeech,33.1,34.92
speech,34.92,35.41
nonspeech,35.41,36.89
speech,36.89,37.71
nonspeech,37.71,38.2
speech,38.2,41.1
nonspeech,41.1,41.15
speech,41.15,42.26
nonspeech,42.26,42.32
speech,42.32,46.28
nonspeech,46.28,46.48
speech,46.48,49.47
nonspeech,49.47,49.67
speech,49.67,50.26
nonspeech,50.26,51.48
speech,51.48,53.45
nonspeech,53.45,57.37
speech,57.37,57.41
nonspeech,57.41,57.48
speech,57.48,57.71
nonspeech,57.71,57.8
speech,57.8,58.69
nonspeech,58.69,60.04
speech,60.04,60.7
nonspeech,60.7,61.26
speech,61.26,61.75
nonspeech,61.75,61.76
