label,start,stop
nonspeech,0.0,0.18
speech,0.18,3.16
nonspeech,3.16,3.23
speech,3.23,5.71
nonspeech,5.71,5.91
speech,5.91,6.98
nonspeech,6.98,7.02
speech,7.02,13.1
nonspeech,13.1,13.8
speech,13.8,20.53
nonspeech,20.53,20.76
speech,20.76,25.92
nonspeech,25.92,26.13
speech,26.13,31.24
nonspeech,31.24,31.37
speech,31.37,32.57
nonspeech,32.57,32.76
speech,32.76,36.83
nonspeech,36.83,40.59
speech,40.59,41.43
nonspeech,41.43,41.69
speech,41.69,43.91
nonspeech,43.91,44.32
speech,44.32,47.04
nonspeech,47.04,47.6
speech,47.6,48.65
nonspeech,48.65,49.36
speech,49.36,52.0
nonspeech,52.0,52.69
speech,52.69,53.56
nonspeech,53.56,53.76
speech,53.76,56.02
nonspeech,56.02,56.31
speech,56.31,57.69
nonspeech,57.69,57.71
speech,57.71,58.77
nonspeech,58.77,58.94
speech,58.94,59.69
nonspeech,59.69,60.09
speech,60.09,60.69
nonspeech,60.69,60.99
speech,60.99,61.52
nonspeech,61.52,61.53
