label,start,stop
nonspeech,0.0,0.26
speech,0.26,0.73
nonspeech,0.73,2.43
speech,2.43,7.44
nonspeech,7.44,7.61
speech,7.61,13.21
nonspeech,13.21,13.41
speech,13.41,16.31
nonspeech,16.31,16.62
speech,16.62,18.01
nonspeech,18.01,19.18
speech,19.18,21.9
nonspeech,21.9,22.5
speech,22.5,25.12
nonspeech,25.12,25.74
speech,25.74,28.09
nonspeech,28.09,28.22
speech,28.22,32.21
nonspeech,32.21,32.36
speech,32.36,34.24
nonspeech,34.24,34.51
speech,34.51,40.25
nonspeech,40.25,40.4
speech,40.4,42.91
nonspeech,42.91,42.96
speech,42.96,46.88
nonspeech,46.88,47.43
speech,47.43,53.26
nonspeech,53.26,53.29
speech,53.29,54.05
nonspeech,54.05,54.51
speech,54.51,55.97
nonspeech,55.97,56.11
speech,56.11,56.84
nonspeech,56.84,58.22
speech,58.22,59.23
nonspeech,59.23,59.43
speech,59.43,60.0
nonspeech,60.0,60.22
speech,60.22,60.66
nonspeech,60.66,60.67
