label,start,stop
nonspeech,0.0,0.86
speech,0.86,1.13
nonspeech,1.13,1.65
speech,1.65,2.35
nonspeech,2.35,3.72
speech,3.72,9.76
nonspeech,9.76,9.96
speech,9.96,12.29
nonspeech,12.29,12.52
speech,12.52,18.11
nonspeech,18.11,18.12
speech,18.12,22.27
nonspeech,22.27,22.45
speech,22.45,23.03
nonspeech,23.03,23.05
speech,23.05,25.58
nonspeech,25.58,25.71
speech,25.71,29.48
nonspeech,29.48,29.68
speech,29.68,36.85
nonspeech,36.85,36.97
speech,36.97,43.29
nonspeech,43.29,43.31
speech,43.31,47.77
nonspeech,47.77,49.22
speech,49.22,50.13
nonspeech,50.13,50.72
speech,50.72,51.49
nonspeech,51.49,52.14
speech,52.14,54.68
nonspeech,54.68,54.76
speech,54.76,55.47
nonspeech,55.47,55.6
speech,55.6,56.08
nonspeech,56.08,57.34
speech,57.34,58.0
nonspeech,58.0,58.32
speech,58.32,58.87
nonspeech,58.87,59.35
speech,59.35,59.84
nonspeech,59.84,59.92
speech,59.92,60.47
nonspeech,60.47,62.0
