label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.11
nonspeech,1.11,1.14
speech,1.14,1.99
nonspeech,1.99,2.04
speech,2.04,3.9
nonspeech,3.9,5.11
speech,5.11,6.9
nonspeech,6.9,9.63
speech,9.63,10.82
nonspeech,10.82,11.5
speech,11.5,16.8
nonspeech,16.8,17.09
speech,17.09,22.62
nonspeech,22.62,24.42
speech,24.42,25.11
nonspeech,25.11,25.16
speech,25.16,25.68
nonspeech,25.68,25.7
speech,25.7,25.79
nonspeech,25.79,25.84
speech,25.84,25.87
nonspeech,25.87,26.03
speech,26.03,26.61
nonspeech,26.61,27.05
speech,27.05,28.03
nonspeech,28.03,30.4
speech,30.4,34.86
nonspeech,34.86,35.7
speech,35.7,37.44
nonspeech,37.44,37.53
speech,37.53,44.59
nonspeech,44.59,51.02
speech,51.02,53.69
nonspeech,53.69,54.29
speech,54.29,55.71
nonspeech,55.71,56.27
speech,56.27,58.08
nonspeech,58.08,58.48
speech,58.48,60.58
nonspeech,60.58,60.59
