label,start,stop
nonspeech,0.0,0.74
speech,0.74,4.3
nonspeech,4.3,4.32
speech,4.32,7.18
nonspeech,7.18,7.52
speech,7.52,10.05
nonspeech,10.05,10.13
speech,10.13,10.48
nonspeech,10.48,10.64
speech,10.64,11.98
nonspeech,11.98,13.27
speech,13.27,16.1
nonspeech,16.1,16.55
speech,16.55,18.08
nonspeech,18.08,18.26
speech,18.26,20.12
nonspeech,20.12,20.29
speech,20.29,21.31
nonspeech,21.31,21.59
speech,21.59,22.57
nonspeech,22.57,23.92
speech,23.92,25.38
nonspeech,25.38,25.8
speech,25.8,28.01
nonspeech,28.01,28.47
speech,28.47,30.71
nonspeech,30.71,30.72
speech,30.72,31.64
nonspeech,31.64,31.85
speech,31.85,33.1
nonspeech,33.1,33.74
speech,33.74,36.49
nonspeech,36.49,36.86
speech,36.86,39.1
nonspeech,39.1,39.19
speech,39.19,39.63
nonspeech,39.63,40.05
speech,40.05,43.71
nonspeech,43.71,44.12
speech,44.12,51.34
nonspeech,51.34,51.36
speech,51.36,51.77
nonspeech,51.77,51.99
speech,51.99,55.53
nonspeech,55.53,55.96
speech,55.96,59.25
nonspeech,59.25,59.52
speech,59.52,62.01
nonspeech,62.01,62.02
