label,start,stop
nonspeech,0.0,0.24
speech,0.24,4.78
nonspeech,4.78,5.02
speech,5.02,5.85
nonspeech,5.85,5.93
speech,5.93,7.18
nonspeech,7.18,7.56
speech,7.56,10.73
nonspeech,10.73,10.85
speech,10.85,12.43
nonspeech,12.43,12.5
speech,12.5,15.68
nonspeech,15.68,15.75
speech,15.75,18.25
nonspeech,18.25,18.75
speech,18.75,20.74
nonspeech,20.74,21.18
speech,21.18,23.41
nonspeech,23.41,23.58
speech,23.58,26.65
nonspeech,26.65,26.84
speech,26.84,28.69
nonspeech,28.69,28.94
speech,28.94,30.65
nonspeech,30.65,30.81
speech,30.81,35.06
nonspeech,35.06,35.23
speech,35.23,40.5
nonspeech,40.5,40.63
speech,40.63,42.36
nonspeech,42.36,42.43
speech,42.43,44.06
nonspeech,44.06,44.16
speech,44.16,45.05
nonspeech,45.05,45.15
speech,45.15,47.68
nonspeech,47.68,47.95
speech,47.95,50.39
nonspeech,50.39,57.95
speech,57.95,59.98
nonspeech,59.98,59.99
