label,start,stop
nonspeech,0.0,0.31
speech,0.31,5.86
nonspeech,5.86,5.99
speech,5.99,8.22
nonspeech,8.22,9.09
speech,9.09,11.88
nonspeech,11.88,11.94
speech,11.94,11.98
nonspeech,11.98,12.09
speech,12.09,12.41
nonspeech,12.41,12.5
speech,12.5,19.16
nonspeech,19.16,19.21
speech,19.21,25.72
nonspeech,25.72,25.78
speech,25.78,26.6
nonspeech,26.6,27.01
speech,27.01,32.25
nonspeech,32.25,33.44
speech,33.44,38.76
nonspeech,38.76,38.82
speech,38.82,45.28
nonspeech,45.28,45.36
speech,45.36,49.39
nonspeech,49.39,49.61
speech,49.61,51.56
nonspeech,51.56,51.68
speech,51.68,54.98
nonspeech,54.98,54.99
speech,54.99,56.08
nonspeech,56.08,56.09
speech,56.09,60.0
nonspeech,60.0,60.01
