label,start,stop
nonspeech,0.0,0.15
speech,0.15,1.12
nonspeech,1.12,1.55
speech,1.55,2.38
nonspeech,2.38,2.52
speech,2.52,5.06
nonspeech,5.06,5.45
speech,5.45,7.31
nonspeech,7.31,7.56
speech,7.56,10.13
nonspeech,10.13,10.28
speech,10.28,12.07
nonspeech,12.07,12.18
speech,12.18,14.88
nonspeech,14.88,14.95
speech,14.95,18.03
nonspeech,18.03,18.08
speech,18.08,19.19
nonspeech,19.19,19.24
speech,19.24,20.63
nonspeech,20.63,20.74
speech,20.74,21.74
nonspeech,21.74,21.85
speech,21.85,22.4
nonspeech,22.4,22.48
speech,22.48,24.7
nonspeech,24.7,24.77
speech,24.77,27.22
nonspeech,27.22,27.46
speech,27.46,28.63
nonspeech,28.63,28.95
speech,28.95,32.18
nonspeech,32.18,32.26
speech,32.26,35.5
nonspeech,35.5,35.6
speech,35.6,38.1
nonspeech,38.1,38.39
speech,38.39,43.25
nonspeech,43.25,43.4
speech,43.4,45.23
nonspeech,45.23,45.42
speech,45.42,46.27
nonspeech,46.27,46.4
speech,46.4,50.39
nonspeech,50.39,50.48
speech,50.48,57.37
nonspeech,57.37,57.55
speech,57.55,61.82
nonspeech,61.82,61.83
