label,start,stop
nonspeech,0.0,6.76
speech,6.76,10.67
nonspeech,10.67,10.75
speech,10.75,11.9
nonspeech,11.9,12.02
speech,12.02,12.36
nonspeech,12.36,12.6
speech,12.6,16.84
nonspeech,16.84,17.98
speech,17.98,18.51
nonspeech,18.51,18.66
speech,18.66,19.4
nonspeech,19.4,19.71
speech,19.71,20.74
nonspeech,20.74,21.65
speech,21.65,22.17
nonspeech,22.17,22.42
speech,22.42,24.84
nonspeech,24.84,25.03
speech,25.03,25.72
nonspeech,25.72,25.96
speech,25.96,28.44
nonspeech,28.44,28.46
speech,28.46,30.02
nonspeech,30.02,30.15
speech,30.15,30.73
nonspeech,30.73,31.28
speech,31.28,34.57
nonspeech,34.57,34.95
speech,34.95,37.23
nonspeech,37.23,37.31
speech,37.31,38.02
nonspeech,38.02,38.06
speech,38.06,47.83
nonspeech,47.83,48.18
speech,48.18,55.07
nonspeech,55.07,55.22
speech,55.22,58.3
nonspeech,58.3,58.37
speech,58.37,58.63
nonspeech,58.63,58.79
speech,58.79,60.5
nonspeech,60.5,60.84
