label,start,stop
nonspeech,0.0,0.13
speech,0.13,1.31
nonspeech,1.31,1.47
speech,1.47,7.72
nonspeech,7.72,8.01
speech,8.01,10.05
nonspeech,10.05,12.16
speech,12.16,15.81
nonspeech,15.81,16.11
speech,16.11,16.92
nonspeech,16.92,17.39
speech,17.39,18.35
nonspeech,18.35,19.62
speech,19.62,20.43
nonspeech,20.43,21.23
speech,21.23,22.26
nonspeech,22.26,22.76
speech,22.76,23.77
nonspeech,23.77,24.89
speech,24.89,27.09
nonspeech,27.09,27.51
speech,27.51,31.13
nonspeech,31.13,32.1
speech,32.1,32.49
nonspeech,32.49,32.68
speech,32.68,33.94
nonspeech,33.94,34.63
speech,34.63,36.23
nonspeech,36.23,36.42
speech,36.42,38.29
nonspeech,38.29,38.57
speech,38.57,39.02
nonspeech,39.02,40.0
speech,40.0,41.28
nonspeech,41.28,41.65
speech,41.65,42.48
nonspeech,42.48,42.8
speech,42.8,43.77
nonspeech,43.77,43.9
speech,43.9,45.79
nonspeech,45.79,47.3
speech,47.3,49.12
nonspeech,49.12,49.21
speech,49.21,52.78
nonspeech,52.78,53.18
speech,53.18,54.49
nonspeech,54.49,54.76
speech,54.76,58.68
nonspeech,58.68,58.74
speech,58.74,60.92
nonspeech,60.92,60.93
