label,start,stop
nonspeech,0.0,0.28
speech,0.28,1.08
nonspeech,1.08,1.41
speech,1.41,2.65
nonspeech,2.65,2.81
speech,2.81,2.9
nonspeech,2.9,3.69
speech,3.69,11.19
nonspeech,11.19,11.65
speech,11.65,12.36
nonspeech,12.36,12.5
speech,12.5,13.02
nonspeech,13.02,13.59
speech,13.59,26.0
nonspeech,26.0,26.03
speech,26.03,26.55
nonspeech,26.55,26.62
speech,26.62,27.2
nonspeech,27.2,27.33
speech,27.33,28.64
nonspeech,28.64,29.45
speech,29.45,31.89
nonspeech,31.89,32.05
speech,32.05,54.39
nonspeech,54.39,54.98
speech,54.98,58.0
nonspeech,58.0,58.11
speech,58.11,59.33
nonspeech,59.33,59.53
speech,59.53,59.98
nonspeech,59.98,59.99
