label,start,stop
nonspeech,0.0,0.03
speech,0.03,2.48
nonspeech,2.48,3.4
speech,3.4,11.75
nonspeech,11.75,12.26
speech,12.26,17.01
nonspeech,17.01,17.15
speech,17.15,21.95
nonspeech,21.95,22.24
speech,22.24,23.64
nonspeech,23.64,23.85
speech,23.85,24.49
nonspeech,24.49,25.46
speech,25.46,29.11
nonspeech,29.11,29.4
speech,29.4,33.24
nonspeech,33.24,33.57
speech,33.57,37.51
nonspeech,37.51,37.59
speech,37.59,38.5
nonspeech,38.5,38.53
speech,38.53,39.43
nonspeech,39.43,39.55
speech,39.55,41.34
nonspeech,41.34,41.67
speech,41.67,44.49
nonspeech,44.49,44.68
speech,44.68,46.27
nonspeech,46.27,46.3
speech,46.3,47.89
nonspeech,47.89,48.58
speech,48.58,49.64
nonspeech,49.64,51.09
speech,51.09,53.1
nonspeech,53.1,53.46
speech,53.46,57.53
nonspeech,57.53,57.84
speech,57.84,60.02
nonspeech,60.02,60.4
speech,60.4,60.62
nonspeech,60.62,60.63
