label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.74
nonspeech,1.74,3.18
speech,3.18,4.02
nonspeech,4.02,5.67
speech,5.67,6.61
nonspeech,6.61,7.12
speech,7.12,8.07
nonspeech,8.07,9.77
speech,9.77,13.79
nonspeech,13.79,14.26
speech,14.26,17.14
nonspeech,17.14,17.29
speech,17.29,18.63
nonspeech,18.63,18.91
speech,18.91,25.69
nonspeech,25.69,25.98
speech,25.98,26.93
nonspeech,26.93,27.07
speech,27.07,29.61
nonspeech,29.61,29.91
speech,29.91,30.2
nonspeech,30.2,30.62
speech,30.62,31.75
nonspeech,31.75,31.95
speech,31.95,33.39
nonspeech,33.39,33.67
speech,33.67,44.01
nonspeech,44.01,44.17
speech,44.17,47.51
nonspeech,47.51,47.63
speech,47.63,50.37
nonspeech,50.37,50.55
speech,50.55,54.13
nonspeech,54.13,54.81
speech,54.81,55.79
nonspeech,55.79,56.52
speech,56.52,57.81
nonspeech,57.81,58.17
speech,58.17,60.26
nonspeech,60.26,60.27
