label,start,stop
nonspeech,0.0,4.85
speech,4.85,6.26
nonspeech,6.26,7.26
speech,7.26,7.71
nonspeech,7.71,7.93
speech,7.93,9.19
nonspeech,9.19,10.1
speech,10.1,12.1
nonspeech,12.1,14.45
speech,14.45,14.99
nonspeech,14.99,15.24
speech,15.24,16.26
nonspeech,16.26,16.41
speech,16.41,17.36
nonspeech,17.36,18.93
speech,18.93,20.16
nonspeech,20.16,26.17
speech,26.17,28.75
nonspeech,28.75,34.07
speech,34.07,35.48
nonspeech,35.48,39.1
speech,39.1,40.76
nonspeech,40.76,44.21
speech,44.21,45.86
nonspeech,45.86,49.64
speech,49.64,50.62
nonspeech,50.62,53.19
speech,53.19,53.3
nonspeech,53.3,53.32
speech,53.32,53.41
nonspeech,53.41,53.44
speech,53.44,53.47
nonspeech,53.47,60.16
