label,start,stop
nonspeech,0.0,0.27
speech,0.27,0.65
nonspeech,0.65,0.7
speech,0.7,9.63
nonspeech,9.63,10.3
speech,10.3,12.4
nonspeech,12.4,13.37
speech,13.37,21.97
nonspeech,21.97,22.06
speech,22.06,22.75
nonspeech,22.75,23.03
speech,23.03,26.71
nonspeech,26.71,26.73
speech,26.73,26.81
nonspeech,26.81,26.84
speech,26.84,30.02
nonspeech,30.02,31.45
speech,31.45,33.25
nonspeech,33.25,35.05
speech,35.05,35.72
nonspeech,35.72,35.73
speech,35.73,35.77
nonspeech,35.77,35.92
speech,35.92,41.02
nonspeech,41.02,41.07
speech,41.07,42.13
nonspeech,42.13,43.59
speech,43.59,51.15
nonspeech,51.15,51.23
speech,51.23,54.21
nonspeech,54.21,54.58
speech,54.58,55.12
nonspeech,55.12,55.35
speech,55.35,57.2
nonspeech,57.2,57.42
speech,57.42,58.56
nonspeech,58.56,58.61
speech,58.61,59.75
nonspeech,59.75,59.99
