label,start,stop
nonspeech,0.0,0.01
speech,0.01,1.45
nonspeech,1.45,3.32
speech,3.32,7.01
nonspeech,7.01,7.41
speech,7.41,10.89
nonspeech,10.89,11.27
speech,11.27,14.2
nonspeech,14.2,14.5
speech,14.5,21.48
nonspeech,21.48,25.17
speech,25.17,25.21
nonspeech,25.21,25.66
speech,25.66,26.81
nonspeech,26.81,26.83
speech,26.83,33.41
nonspeech,33.41,33.86
speech,33.86,37.91
nonspeech,37.91,38.05
speech,38.05,40.31
nonspeech,40.31,40.34
speech,40.34,42.52
nonspeech,42.52,43.24
speech,43.24,43.7
nonspeech,43.7,43.78
speech,43.78,44.8
nonspeech,44.8,44.94
speech,44.94,45.45
nonspeech,45.45,45.46
speech,45.46,46.05
nonspeech,46.05,46.06
speech,46.06,47.18
nonspeech,47.18,47.48
speech,47.48,56.91
nonspeech,56.91,56.96
speech,56.96,61.22
nonspeech,61.22,61.23
