label,start,stop
nonspeech,0.0,0.63
speech,0.63,3.14
nonspeech,3.14,4.56
speech,4.56,7.48
nonspeech,7.48,7.79
speech,7.79,10.78
nonspeech,10.78,11.19
speech,11.19,15.63
nonspeech,15.63,16.06
speech,16.06,17.21
nonspeech,17.21,17.84
speech,17.84,18.59
nonspeech,18.59,19.17
speech,19.17,20.32
nonspeech,20.32,20.55
speech,20.55,23.95
nonspeech,23.95,24.4
speech,24.4,25.81
nonspeech,25.81,26.06
speech,26.06,26.89
nonspeech,26.89,28.44
speech,28.44,30.4
nonspeech,30.4,30.48
speech,30.48,31.21
nonspeech,31.21,32.52
speech,32.52,33.98
nonspeech,33.98,34.51
speech,34.51,42.62
nonspeech,42.62,42.7
speech,42.7,43.15
nonspeech,43.15,43.74
speech,43.74,46.81
nonspeech,46.81,46.89
speech,46.89,47.72
nonspeech,47.72,47.9
speech,47.9,48.94
nonspeech,48.94,49.34
speech,49.34,50.7
nonspeech,50.7,51.09
speech,51.09,54.3
nonspeech,54.3,54.7
speech,54.7,55.75
nonspeech,55.75,55.92
speech,55.92,57.91
nonspeech,57.91,58.3
speech,58.3,60.48
nonspeech,60.48,60.8
speech,60.8,61.94
nonspeech,61.94,61.95
