label,start,stop
nonspeech,0.0,0.09
speech,0.09,7.51
nonspeech,7.51,7.67
speech,7.67,11.93
nonspeech,11.93,12.09
speech,12.09,17.26
nonspeech,17.26,17.64
speech,17.64,20.7
nonspeech,20.7,20.81
speech,20.81,23.6
nonspeech,23.6,23.73
speech,23.73,29.41
nonspeech,29.41,29.48
speech,29.48,41.62
nonspeech,41.62,41.8
speech,41.8,45.03
nonspeech,45.03,45.17
speech,45.17,47.98
nonspeech,47.98,48.13
speech,48.13,51.22
nonspeech,51.22,51.3
speech,51.3,52.48
nonspeech,52.48,52.66
speech,52.66,55.33
nonspeech,55.33,55.41
speech,55.41,57.29
nonspeech,57.29,57.46
speech,57.46,59.98
nonspeech,59.98,59.99
